S No.,overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image
1093,5,TRUE,"05 1, 2014",A2KTBVVIKPPLEA,763855553,,Denise Blair,This was the best price for Office 365.  It is the key card and can be used to renew subscription.,Great Price Fast Shipping,1398902400,,
1094,5,TRUE,"05 1, 2014",AMKLDL2IERM9S,763855553,,jnk,"Very easy to install and use.  Applicable for multiple computers, with cloud storage available for files - has all of the Office functionality for a year, and at a reasonable price.",Nice alternative to buying the program outright.,1398902400,,
1095,5,TRUE,"05 1, 2014",A1OZ83F2G3OHW4,763855553,,C. Darst,Very easy to install and manage the installations.  You can deactivate your installations at any time by logging into the site.  You can also install directly from the site once you are fully setup.  5 licenses make this very helpful to install on multiple devices.,Easy Install and Management,1398902400,,
1096,5,TRUE,"04 30, 2014",A3FO57W6R2SOBT,763855553,,Eric C Trainor,"If you want to save some cash this is a simple way instead of auto renewing through Microsoft.  To avoid any hassles enter key card code prior to expiration.  If account does expire before you renew, you just have to make sure you resign in on all devices.  Not a big deal, but a tad annoying.",Cheaper Alternative,1398816000,,
1097,4,TRUE,"04 25, 2014",AB68JC4E9CIVU,763855553,,Jeffrey Mayberry,"I am very satisfied with the product, it was exactly what I wanted. Everything is great. Would recommend it to anyone.",Satisfied,1398384000,,
1098,5,TRUE,"04 24, 2014",A3HBEOERKXJOBN,763855553,,Laurie C.,Product was exactly as described and I had no problem installing it on my new computer.  Very satisfied customer and will definitely renew when it expires.,Office 365 Home Premium 1 year Subscription Key Card,1398297600,,
1099,5,TRUE,"04 23, 2014",A3OS91ZQ2L0VH1,763855553,,Heisenberg,"Microsoft charges 99.99 for a one year subscription online and in stores, when I ordered this product from amazon I only paid about 60 dollars, so I ordered 2 cards saving myself about 80 dollars. This product has everything you need for Office on 5 devices and up to 2 mobile devices. As someone who travels frequently, mobility is key. The ability to work on my Surface or iPhone justified this purchase. Sure you can buy the regular home edition, but the limitation of installs becomes annoying if you own more than one computer.",Buy via Amazon,1398211200,,
1100,5,TRUE,"04 21, 2014",A3LM07L5TL8JJ7,763855553,,Amazon Fan?,"I've used Office 365 for almost a year and although it is not as stable as I would like it to be (I go through the control panel/programs to change/repair it occasionally), Office 365 performs well enough for the most part.
My concern was that this key card might not extend my subscription because Microsoft recently changed the name of the ""Office 365 Home Premium"" to ""Office 365 Home"", but it did (so the 5 stars are for the key doing what I needed it to do rather than a review of Office 365, which I would give 4 stars).",The 1-year Subscription Key Card successfully EXTENDED my subscription for 1 year,1398038400,,
1101,1,FALSE,"04 21, 2014",A34XKNJ0LZTJJY,763855553,,Holli Harper,"This product from Microsoft has turned our small office of 5 against Microsoft PCs and we are planning to purchase Macs to replace the lot.  We purchased this product for upgrading to Office 2013 as well as the added cloud support.  As with all Microsoft products, with the 2013 outlook, excel, and word, all of the functions are rearranged so that you have to take a new course or spend hours finding the same functions that were mindless before.  And the worst part is the cloud accessibility and support.  The SkyDrive/Onedrive is way to slow when working with large files, and many times even smaller files couldn't be opened at all online, with an eternal ""processing file"" or ""sorry unable to open file"" message.  After going round and round with Microsoft on the phone and by chat (I was redirected back and forth, left on hold, hung up on, and basically told by Microsoft that there is NO support for the SkyDrive/OneDrive), I was left high and dry.  Never again...",I hate it!,1398038400,4,
1102,5,TRUE,"04 19, 2014",A198JP1QHHUJWE,763855553,,realreview,as stated,I love it,1397865600,,
1103,5,TRUE,"04 17, 2014",A22S7D0LP8GRDH,763855553,,Jacob and Kiki Hantla,"As soon as the iPad Office 365 apps got released and I saw them in action, I knew I wanted to upgrade my Office to Office 365. I was able to save quite a bit of money over buying the subscription through the App Store or directly through Microsoft by buying this subscription key card.

The apps run beautifully on my two windows pcs and my ipads. By keeping all of my documents in sync across devices by saving them on Microsoft OneDrive (20GB included for free), I have seen a great increase in my productivity. I was in the process of migrating all of my productivity work to Google Drive, but am very disappointed in the way that Google Drive runs on iOS. I was hesitant to embrace the subscription model especially when Google gives it away for free, but now I am a full believer thinking it is well worth it to keep my software up-to-date and running well across all computers without having to worry about upgrading every few years...or locking myself into Microsoft long-term if somebody else comes up with something better. The subscription model will force Microsoft to stay ahead of the curve constantly trying to win its own customers to renew and not being able to rest on its laurels.  And the quality of the software and syncing interface makes me willing to pay for this.

Finally, at this time through the Bing search engine you are able to get 100 GB of free One Drive space which has made it so I can keep all of my documents in the cloud, accessible and synced across all devices. The value that this adds to the program is incredible.

I'm very happy with my purchase and very happy that I was able to save money here.",Keep Documents In Sync Across Multiple Devices Including iPad!,1397692800,,
1104,4,TRUE,"04 16, 2014",A39O9TEPCOVWO9,763855553,,thomas j. everitt,If you're not sure how long you'll need to use Office products this is the way to go since you can use it for several years and then renew only what or how much you need later vs spending a lot of money up front for product you may not need shortly,excellent product for the price,1397606400,,
1105,4,TRUE,"04 14, 2014",A3A6SFGENAVL9M,763855553,,jackielyn,"My trial subscription ran out and searched for a better price.  Was happy with this purchase, and had no problem with the product key.  I am not sure yet if the 1 yr subscription is better than buying the software.",Best price,1397433600,,
1106,5,TRUE,"04 13, 2014",ARDN9Q3CGPXSI,763855553,,AFRugger,"The ""Key Card"" product:
This is an excellent way to get a bargain subscription.  The Key Card was only $63.15 for a 12 month subscription, while the direct download was $99.99.  Want to save even more and get instant gratification?  Buy the Key Card on Amazon and it will be delivered in a few days.  In the mean time, sign up for the 1 month free trial at Microsoft:
[...]
You will be able to use Office 365 immediately.  When the Key Card comes in the mail, log into your Office account and apply the product code from the Key Card.  It will extend your subscription 12 months past the free trial month expiration (instead of the current date).  This gives you 13 months for the bargain Key Card price and immediate use of Office 365!

We have 5 computers and 2 smartphones in my house, so this subscription based version of Microsoft Office is much more affordable than upgrading 4 different computers every few years at several hundred dollars per machine.

As for the Office 365 software itself, I don't have enough experience with it yet to truly give it a rating.  I will say installation was painless on Windows 7 and Windows 8.1.  OneDrive (formerly SkyDrive) is your personal syncing cloud that ties to Office 365 (you get an extra 20GB for free with Office 365).  I've installed the app on an Android and Blackberry 10 phone, and it works quite well.  So far I'm quite pleased with the value and functionality of this product.",Key Card is a great bargain,1397347200,,
1107,2,FALSE,"04 13, 2014",A2932W1OU2H05Y,763855553,,Jeremyrnr,"First you go to Walmart and get the university edition.  Next you find out only students can use the university edition and they basically need transcripts from a school.  You think, oh, I will use my son to activate/download office but then I don't have three days for the school to verify my son's enrollment.  Then you call Microsoft and they have no idea what a product key card is and can't understand why I haven't downloaded the program yet.  So you figure that you will download it and return the university edition later, checkout page crash-blank, crash, crash but at least there is a chat link on the page(not doing it).
To Walmart and exchange for office 365, expensive but I get 5 devices to use it so it seems like an OK deal.
I get home FINALLY get office on one computer and then I think I have beaten the Microsoft monster.  Then I get to my wife's computer to log in at office online and I am greeted with: This subscription has been cancelled.  Set up an auto-renew subscription.
Maybe I will contact support.  Most likely I will return the card and try again...
On the brighter side the office 365 download order page was loaded after I got home from Walmart with office 365.  I would like to take this time to apologize to a couple of support people I ripped into, rather into Microsoft on the phone.  Microsoft should realize that the world doesn't revolve around them for people that do not work in an office(ex. send all files in word 97-2003)and they cannot keep customers loyal with this experience.  This begs the question why has no one tried to take on the Microsoft behemoth with a competing, and dare I say(I said it), office suite.  So needless to say I had to pass on my work to another person and my manager wasn't pleased.  I especially likes the enter product key-login-enter product key again bit.  Priceless.  They have the fools lining up.
For clarification and to save someone the headache:  Program eligibility requirements

This Program is available only to individuals who meet the criteria described below (the ""Eligible Students""):
Individual must be either a full- and part-time enrolled student, or a faculty / staff member of a qualified, accredited higher education institution. Alumni of these institutions aren't eligible. Qualified, accredited higher education institutions include Universities, Polytechnic schools, and Institutes of Technology, as well as other post-secondary level institutions, such as colleges and vocational schools that award academic degrees or professional certifications. Restrictions may vary by country.
Individual must successfully verify their eligibility status through the Offer Site's online academic verification process; and
Individual must have a Microsoft account or create one at the time of purchase.
If you participate in the Program, Microsoft reserves the right to contact you directly or through an appointed Microsoft vendor to verify that you are an Eligible Student. If you choose not to provide sufficient documentation to Microsoft or its appointed vendor that verifies that you are an Eligible Student, you agree to reimburse Microsoft for the difference between what you paid in connection with a discounted Program offer and the estimated full retail price of the same product(s). Microsoft will have sole discretion to determine the sufficiency of any documentation that you provide to verify you are an Eligible Student. By providing eligibility-related information to Microsoft's appointed vendor, you agree that the vendor may share such information with Microsoft for Program-related purposes.

Microsoft, in its sole discretion, may accept other forms of validation to determine eligibility in lieu of the online academic verification process. Microsoft, in its sole discretion, may determine the criteria for eligibility under the Program and may change the eligibility criteria or deny eligibility at any time and for any reason.","No, it goes more like this Microsoft...",1397347200,,
